anschrift_vor_google;anschrift_google;google_status;partial_match
ringbahnstrasse 16/18/20, 12099 berlin;Ringbahnstraße 16, 12099 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
hochkirchstrasse 9, 10829 berlin;Hochkirchstraße 9, 10829 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
alt-schönow 12, 14165 berlin;Alt-Schönow 12, 14165 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
jacobsohnstrasse 20, 13086 berlin;Jacobsohnstraße 20, 13086 Berlin-Bezirk Pankow, Deutschland;OK;False
rankestrasse 5/6, 10789 berlin;Rankestraße 5- 6, 10789 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
karl-marx-allee 78, 10243 berlin;Karl-Marx-Allee 78, 10243 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
c/o berlin green, niemetzstrasse 47-49, 12055 berlin;Niemetzstraße 47-49, 12055 Berlin, Deutschland;OK;True
c/o motionlab.berlin, bouchéstrasse 12, 12435 berlin;Bouchéstraße 12/Halle 20, 12435 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;True
karlstrasse 7 a, 12307 berlin;Karlstraße 7A, 12307 Berlin, Deutschland;OK;False
lessingstrasse 18, 13158 berlin;Lessingstraße 18, 13158 Berlin-Bezirk Pankow, Deutschland;OK;False
prenzlauer promenade, 190, 13189 berlin;Prenzlauer Promenade 190, 13189 Berlin-Bezirk Pankow, Deutschland;OK;False
lohmüllenstrasse 65, 12435 berlin;Lohmühlenstraße 65, 12435 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;True
kollwitzstrasse 64, 10435 berlin;Kollwitzstraße 64, 10435 Berlin-Bezirk Pankow, Deutschland;OK;False
köpenicker strasse 145, 10997 berlin;Köpenicker Str. 145, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
urbanstrasse 111, 10967 berlin;Urbanstraße 111, 10967 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
chausseestrasse 86, 10115 berlin;Chausseestraße 86, 10115 Berlin, Deutschland;OK;False
schönhauser allee 43 a, 10435 berlin;Schönhauser Allee 43A, 10435 Berlin-Bezirk Pankow, Deutschland;OK;False
saatwinkler damm 66 - 67, 13627 berlin;Saatwinkler Damm 66/67, 13627 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
köpenicker strasse 325, haus 11, 12555 berlin;Köpenicker Str. 325/Haus 11, 12555 Berlin, Deutschland;OK;False
metzer strasse 24, 10405 berlin;Metzer Str. 24, 10405 Berlin-Bezirk Pankow, Deutschland;OK;False
myliusgarten 20, 12587 berlin;Myliusgarten 20, 12587 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
saarbrücker strasse 19, 10405 berlin;Saarbrücker Str. 19, 10405 Berlin-Bezirk Pankow, Deutschland;OK;False
grünstrasse 22, 12555 berlin;Grünstraße 22, 12555 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
palisadenstrasse 40, 10243 berlin;Palisadenstraße 40, 10243 Berlin, Deutschland;OK;False
pestalozzistrasse 72, 10627 berlin;Pestalozzistraße 72, 10627 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
allerstrasse 37, 12049 berlin;Allerstraße 37, 12049 Berlin-Bezirk Neukölln, Deutschland;OK;False
neuenburger strasse 9, 10969 berlin;Neuenburger Str. 9, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
achenbachstrasse 13, 13585 berlin;Achenbachstraße 13, 13585 Berlin-Bezirk Spandau, Deutschland;OK;False
adalbertstrasse 97, 10999 berlin;Adalbertstraße 97, 10999 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
konrad-wolf-strasse 13, 13055 berlin;Konrad-Wolf-Straße 13, 13055 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
gehrenseestrasse 64, 13053 berlin;Gehrenseestraße 64, 13053 Berlin, Deutschland;OK;False
marienfelder chaussee 170, 12349 berlin;Marienfelder Chaussee 170, 12349 Berlin-Bezirk Neukölln, Deutschland;OK;False
wackenbergstrasse 68, 13156 berlin;Wackenbergstraße 68, 13156 Berlin, Deutschland;OK;False
erich-weinert-strasse 145, 10409 berlin;Erich-Weinert-Straße 145, 10409 Berlin-Bezirk Pankow, Deutschland;OK;False
möllendorffstrasse 52, 10367 berlin;Möllendorffstraße 52, 10367 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
rathausstrasse 14, 10367 berlin;Rathausstraße 14, 10367 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
viktoria-luise-platz 7, 10777 berlin;Viktoria-Luise-Platz 7, 10777 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
brunnenstrasse 24, 10119 berlin;Brunnenstraße 24, 10119 Berlin, Deutschland;OK;False
nürnberger strasse 38, 10777 berlin;Nürnberger Str. 38, 10777 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
joachimsthaler strasse 31-32, 10719 berlin;Joachimsthaler Str. 31-32, 10719 Berlin, Deutschland;OK;False
b) kein hinweis auf sondertatbestand nach nr. 1.5.3.3 av zu § 44 lho, b) ke b) kein hinweis auf sondertatbestand nach nr. 1.5.3.3 av zu § 44 lho;Deutschland;OK;True
oranienstrasse 45, 10969 berlin;Oranienstraße 45, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
ausnahmetatbestand nach nr. 1.5.3.3 av zu § 44 lho, , ausna ausnahmetatbestand nach nr. 1.5.3.3 av zu § 44 lho;Deutschland;OK;True
zehrensdorfer strasse 11, 12277 berlin;Zehrensdorfer Str. 11, 12277 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
eichkatzweg 64, 14055 berlin;Eichkatzweg 64, 14055 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
köpenicker strasse 154, 10997 berlin;Köpenicker Str. 154, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
köpenickerstrasse 154, 10997 berlin;Köpenicker Str. 154, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
nordbahnstrasse 17, 13359 berlin;Nordbahnstraße 17, 13359 Berlin, Deutschland;OK;False
gerichtstrasse 9 a, 13347 berlin;Gerichtstraße 9A, 13347 Berlin, Deutschland;OK;False
gerichtsstrasse 9 a, 13347 berlin;Gerichtstraße 9A, 13347 Berlin, Deutschland;OK;False
karl-liebknecht-strasse 32, 10178 berlin;Karl-Liebknecht-Str. 32, 10178 Berlin, Deutschland;OK;False
oranienburger strasse 45, 10117 berlin;Oranienburger Str. 45, 10117 Berlin, Deutschland;OK;False
maria trost 21, 56070 koblenz;Maria Trost 21, 56070 Koblenz, Deutschland;OK;False
lenaustrasse 14, 50858 köln;Lenaustraße 14, 50858 Köln-Lindenthal, Deutschland;OK;False
schlieperstrasse 35, 13507 berlin;Schlieperstraße 35, 13507 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
revaler strasse 100, 10245 berlin;Revaler Str. 100, 10245 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
c/o fabian worm, marienstrasse 2, 10117 berlin;Marienstraße 2, 10117 Berlin, Deutschland;OK;True
claire-waldoff-strasse 12, 10117 berlin;Claire-Waldoff-Straße 12, 10117 Berlin, Deutschland;OK;False
wilhelm-hauff-strasse 1, 12159 berlin;Wilhelm-Hauff-Straße 1, 12159 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
alt-moabit 91 d, 10559 berlin;Alt-Moabit 91, 10559 Berlin, Deutschland;OK;False
alt-moabit 91d, 10559 berlin;Alt-Moabit 91 d, 10559 Berlin, Deutschland;OK;False
am friedrichshain 22, 10407 berlin;Am Friedrichshain 22, 10407 Berlin, Deutschland;OK;False
hallerstrasse 3, 10587 berlin;Hallerstraße 3, 10587 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
kiehnlestrasse 16, 75172 pforzheim;Kiehnlestraße 16, 75172 Pforzheim, Deutschland;OK;False
cuvrystrasse 2, 10997 berlin;Cuvrystraße 2, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
brunnenstrasse 178, 10119 berlin;Brunnenstraße 178, 10119 Berlin, Deutschland;OK;False
festplatz 3, 76137 karlsruhe;Festpl. 3, 76137 Karlsruhe-Südweststadt, Deutschland;OK;False
rheinsberger strasse 76/77, c/o factory works berlin, 10115 berlin;Rheinsberger Str. 76/77/c o, 10115 Berlin, Deutschland;OK;True
uhlandstrasse 77, 10717 berlin;Uhlandstraße 77, 10717 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
müllerstrasse 153 a/154, 13353 berlin;dm-drogerie markt, Müllerstraße 153a-154, 13353 Berlin, Deutschland;OK;False
schönhauser allee 36-39, 10435 berlin;Schönhauser Allee 36-39, 10435 Berlin-Bezirk Pankow, Deutschland;OK;False
schönhauser alle 36, 10435 berlin;Schönhauser Allee 36, 10435 Berlin-Bezirk Pankow, Deutschland;OK;False
storkower strasse 207, 10369 berlin;Bauteil 6, Storkower Str. 207, 10249 Berlin, Deutschland;OK;False
joachim-friedrich-strasse 4, 10711 berlin;Joachim-Friedrich-Straße 4, 10711 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
c/o michaela bürgle, gustav-müller-strasse 14, 10829 berlin;Gustav-Müller-Straße 14, 10829 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;True
klosterstrasse 44, 10179 berlin;Klosterstraße 44, 10179 Berlin, Deutschland;OK;False
'- fahrbereitschaft - herzbergstrasse 40-43, 10365 berlin';Herzbergstraße 40-43, 10365 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
'- fahrbereitschaft - herzbergstrasse 40-43, 10179 berlin';Herzbergstraße 40-43, 10365 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
donaustrasse 84, 12043 berlin;Donaustraße 84, 12043 Berlin-Bezirk Neukölln, Deutschland;OK;False
urbanstrasse 64, 10967 berlin;Urbanstraße 64, 10967 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
kurfürstendamm 33, 10719 berlin;Kurfürstendamm 33, 10719 Berlin, Deutschland;OK;False
clayallee 350, 14169 berlin;Clayallee 350, 14169 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
ramsteinweg 40, 14165 berlin;Ramsteinweg 40, 14165 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
wiener strasse 1-3, 28359 bremen;Wiener Straße 1-3, 28359 Bremen-Horn-Lehe, Deutschland;OK;False
päwesiner weg 30, 13581 berlin;Päwesiner Weg 30, 13581 Berlin-Bezirk Spandau, Deutschland;OK;False
potsdamer strasse 81 a, 10785 berlin;Potsdamer Str. 81A, 10785 Berlin, Deutschland;OK;False
mariendorfer weg 74, 12051 berlin;Mariendorfer Weg 74, 12051 Berlin-Bezirk Neukölln, Deutschland;OK;False
kastanienallee 120 a, 13158 berlin;Kastanienallee 120A, 13158 Berlin-Bezirk Pankow, Deutschland;OK;False
am schlangengraben 9 d, 13597 berlin;Am Schlangengraben 9, 13597 Berlin-Bezirk Spandau, Deutschland;OK;False
am schlangengraben 9d, 13597 berlin;Am Schlangengraben 9d, 13597 Berlin-Bezirk Spandau, Deutschland;OK;False
winterfeldtstrasse 21, 10781 berlin;Winterfeldtstraße 21, 10781 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
danziger strasse 62, 10435 berlin;Danziger Str. 62, 10435 Berlin-Bezirk Pankow, Deutschland;OK;False
grabbeallee 49, 13156 berlin;Grabbeallee 49, 13156 Berlin, Deutschland;OK;False
carl-pulfrich-strasse 1, 07745 jena;Carl-Pulfrich-Straße 1, 07745 Jena, Deutschland;OK;False
erich-steinfurth-strasse 6, 10243 berlin;Erich-Steinfurth-Straße 6, 10243 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
friedrichstrasse 79, 10117 berlin;Friedrichstraße 79, 10117 Berlin, Deutschland;OK;False
benningsenstrasse 19, 12159 berlin;Bennigsenstraße 19, 12159 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
bennigsenstrasse 19, 12159 berlin;Bennigsenstraße 19, 12159 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
wolfener strasse 32-34, 12681 berlin;Wolfener Str. 32 - 34, 12681 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
wolfenerstrasse 32-34, 12681 berlin;Wolfener Str. 32 - 34, 12681 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
kurfürstenstrasse 75, 10787 berlin;Kurfürstenstraße 75, 10787 Berlin, Deutschland;OK;False
schlangenbader strasse 18, 14197 berlin;Schlangenbader Str. 18, 14197 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
lindenstrasse 20-25, 10969 berlin;Lindenstraße 20-25, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
lenaustrasse 12, 12047 berlin;Lenaustraße 12, 12047 Berlin-Bezirk Neukölln, Deutschland;OK;False
müggelheimer strasse 50, 12555 berlin;Müggelheimer Str. 50, 12555 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
friedrichshagener strasse 8m, 12555 berlin;Friedrichshagener Str. 8M, 12555 Berlin, Deutschland;OK;False
friedrichshagener strasse 8 m, 12555 berlin;Friedrichshagener Str. 8M, 12555 Berlin, Deutschland;OK;False
coppistrasse 10/501, 10365 berlin;Coppistraße 10, 10365 Berlin, Deutschland;OK;False
coppistrasse 10, 10365 berlin;Coppistraße 10, 10365 Berlin, Deutschland;OK;False
sophienstrasse 28-29, 10178 berlin;Sophienstraße 28/29, 10178 Berlin, Deutschland;OK;False
jägerstrasse 4, 10117 berlin;Jägerstraße 4, 10117 Berlin, Deutschland;OK;False
hortwinkeler weg 19, 12589 berlin;Hortwinkeler Weg 19, 12589 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
markgrafenstrasse 22, 10117 berlin;Markgrafenstraße 22, 10117 Berlin, Deutschland;OK;False
oranienstrasse 3, 10997 berlin;Oranienstraße 3, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
reichenberger strasse 36, 10999 berlin;Reichenberger Str. 36, 10999 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
wolfener strasse 32 - 34, 12681 berlin;Wolfener Str. 32/34, 12681 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
reuchlinstrasse 10-11, 10553 berlin;Reuchlinstraße 10-11, 10557 Berlin, Deutschland;OK;False
schillerstrasse 34, 10627 berlin;Schillerstraße 34, 10627 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
möllendorffstrasse 54, 10367 berlin;Möllendorffstraße 54, 10367 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
köpenicker strasse 154a, 10997 berlin;Köpenicker Str. 154a, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
alt-moabit 103, 10559 berlin;Alt-Moabit 103, 10559 Berlin, Deutschland;OK;False
siegfriedstrasse 20, 12051 berlin;Siegfriedstraße 20, 12051 Berlin-Bezirk Neukölln, Deutschland;OK;False
torstrasse 75, 10199 berlin;Torstraße 75, 10119 Berlin, Deutschland;OK;False
koepenicker strasse 148, 10997 berlin;Köpenicker Str. 148, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
pariser strasse 39/40, 10707 berlin;Pariser Str. 39/40, 10707 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
5 place de la gare, 1616 luxembourg;Deutschland;OK;True
essener strasse 66, 46047 berlin;Essener Str. 66, 46047 Oberhausen, Deutschland;OK;True
rigaer strasse 29, 10247 berlin;Rigaer Str. 29, 10247 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
zionskirchstrasse 73a, 10119 berlin;Zionskirchstraße 73a, 10119 Berlin, Deutschland;OK;False
bessemerstrasse 22, 12103 berlin;Bessemerstraße 22, 12103 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
bölschestrasse 80, 12587 berlin;Bölschestraße 80, 12587 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
strelitzer strasse 60, 10115 berlin;Strelitzer Str. 60, 10115 Berlin, Deutschland;OK;False
katzbachstrasse 1, 10965 berlin;Katzbachstraße 1, 10965 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
landsberger allee 99 c, 10407 berlin;Landsberger Allee 99C, 10407 Berlin-Bezirk Pankow, Deutschland;OK;False
landsberger allee 99c, 10407 berlin;Landsberger Allee 99C, 10407 Berlin-Bezirk Pankow, Deutschland;OK;False
geierpfad 18, 13465 berlin;Geierpfad 18, 13465 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
josef-orlopp-strasse 37, 10365 berlin;Josef-Orlopp-Straße 37, 10365 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
c/o michael wetzel, gounodstrasse 54, 13088 berlin;Gounodstraße 54, 13088 Berlin-Bezirk Pankow, Deutschland;OK;True
petersburger strasse 67, 10249 berlin;Petersburger Str. 67, 10249 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
salzufer 12, 10587 berlin;Salzufer 12, 10587 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
karl-kunger-strasse 23, 12435 berlin;Karl-Kunger-Straße 23, 12435 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
oranienstrasse 189, 10999 berlin;Oranienstraße 189, 10999 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
griebenowstrasse 14, 10435 berlin;Griebenowstraße 14, 10435 Berlin, Deutschland;OK;False
luisenstrasse 53 c/o hu gründungsservice, 10117 berlin;Luisenstraße 53, 10117 Berlin, Deutschland;OK;True
köpenicker strasse 10, 10997 berlin;Berliner Innenstadt, Köpenicker Str. 10, 10997 Berlin, Deutschland;OK;False
budapester strasse 46, 10787 berlin;Budapester Str. 46, 10787 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
pettenkoferstrasse 18, 10247 berlin;Pettenkoferstraße 18, 10247 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
c/o verena bonath, dircksenstrasse 50, 10178 berlin;Dircksenstraße 50, 10178 Berlin, Deutschland;OK;True
strelitzerstrasse 22, 10115 berlin;Strelitzer Str. 22, 10115 Berlin, Deutschland;OK;False
linienstrasse 145, 10115 berlin;Linienstraße 145, 10115 Berlin, Deutschland;OK;False
mittelbuschweg 20, 12055 berlin;Mittelbuschweg 20, 12055 Berlin, Deutschland;OK;False
ringbahnstrasse 54, 12099 berlin;Ringbahnstraße 54, 12099 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
warschauer strasse 58a/59a, 10243 berlin;Warschauer Str. 58A-59A, 10243 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
sonnenallee 208, 12059 berlin;Sonnenallee 208, 12059 Berlin-Bezirk Neukölln, Deutschland;OK;False
brunnenstrasse 64, c/o unicorn workspaces, 13355 berlin;Brunnenstraße 64/c o, 13355 Berlin, Deutschland;OK;True
helmholtzstrasse 2-9, gebäude a, 2.stock, 10587 berlin;Helmholtzstraße 2-9/gebäude a, 2.stock, 10587 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
germaniastrasse 137, 12099 berlin;Germaniastraße 137, 12099 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
kurfürstendamm 29, 10719 berlin;Kurfürstendamm 29, 10623 Berlin, Deutschland;OK;False
bismarckstrasse 80, 10627 berlin;Bismarckstraße 80, 10627 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
darwinstrasse 15, 10589 berlin;Darwinstraße 15, 10589 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
sellerstrasse 31, geb p300, 13353 berlin;Sellerstraße 31/geb p300, 13353 Berlin, Deutschland;OK;False
sellerstrasse 31, 13353 berlin;Sellerstraße 31, 13353 Berlin, Deutschland;OK;False
sellerstrasse 31, geb. p300, 13353 berlin;Sellerstraße 31/geb p300, 13353 Berlin, Deutschland;OK;False
zitadellenweg 20e, 13599 berlin;Zitadellenweg 20E, 13599 Berlin-Bezirk Spandau, Deutschland;OK;False
zitadellenweg 20 e, 13599 berlin;Zitadellenweg 20E, 13599 Berlin-Bezirk Spandau, Deutschland;OK;False
ostendstrasse 25, haus 4, 12459 berlin;Ostendstraße 25/haus 4, 12459 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
albert-einstein-strasse 16, 12489 berlin;Albert-Einstein-Straße 16, 12489 Berlin-Bezirk Neukölln, Deutschland;OK;False
genslerstrasse 72, 13055 berlin;Genslerstraße 72, 13055 Berlin, Deutschland;OK;False
charlottenstrasse 65, 10117 berlin;Charlottenstraße 65, 10117 Berlin, Deutschland;OK;False
pappelallee 20, 10437 berlin;Pappelallee 20, 10437 Berlin-Bezirk Pankow, Deutschland;OK;False
schlossstrasse 34, 12163 berlin;Schloßstraße 34, 12163 Berlin, Deutschland;OK;False
feldtmannstrasse 129, 13088 berlin;Feldtmannstraße 129, 13088 Berlin-Bezirk Pankow, Deutschland;OK;False
feldmannstrasse 129, 13088 berlin;Feldtmannstraße 129, 13088 Berlin-Bezirk Pankow, Deutschland;OK;False
industriestrasse 16, 12099 berlin;Industriestraße 16, 12099 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
auerbachstrasse 12, 14193 berlin;Auerbachstraße 12, 14193 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
rudolfstrasse 16c, 10245 berlin;Rudolfstraße 16c, 10245 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
schützenstrasse 6a, 10117 berlin;Schützenstraße 6A, 10117 Berlin, Deutschland;OK;False
eichborndamm 236, 13437 berlin;Eichborndamm 236, 13437 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
weissenfelserstrasse 65 h, 04229 leipzig;Weißenfelser Str. 65H, 04229 Leipzig-Plagwitz, Deutschland;OK;False
kirchstrasse 2, 12555 berlin;Kirchstraße 2, 12555 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
linienstrasse 130, 10115 berlin;Linienstraße 130, 10115 Berlin, Deutschland;OK;False
pyramidenring 8a, 12681 berlin;Pyramidenring 8a, 12681 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
turmstrasse 79, 10551 berlin;Turmstr. 79, 10551 Berlin, Deutschland;OK;False
tempelhofer damm 52, 12101 berlin;Tempelhofer Damm 52, 12101 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
schafgasse 31, 71384 weinstadt-endersbach;Schafgasse 31, 71384 Weinstadt-Endersbach, Deutschland;OK;False
edisonstrasse 63, 12459 berlin;Edisonstraße 63, 12459 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
mainzer strasse 11, 12553 berlin;Mainzer Str. 11, 10247 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
mainzer strasse 11, 12053 berlin;Mainzer Str. 11, 12053 Berlin-Bezirk Neukölln, Deutschland;OK;False
mainzer strasse11, 12553 berlin;Mainzer Str. 11, 10247 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;True
revaler strasse 13, 10245 berlin;Revaler Str. 13, 10245 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
c/o bbw gründerzentrum push, am schillertheater 4, 10625 berlin;Am Schillertheater 4, 10625 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;True
linkstrasse 2, 10785 berlin;Linkstraße 2, 10785 Berlin, Deutschland;OK;False
leipziger platz 15, 10117 berlin;Leipziger Pl. 15, 10117 Berlin, Deutschland;OK;False
rankestrasse 36, 10789 berlin;Rankestraße 36, 10789 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
unter den linden 77, 10117 berlin;Unter den Linden 77, 10117 Berlin, Deutschland;OK;False
peter-vischer-strasse 1, 12157 berlin;Peter-Vischer-Straße 1, 12157 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
am heidehof 24, 14163 berlin;Am Heidehof 24, 14163 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
kollwitzstrasse 50, 10405 berlin;Kollwitzstraße 50, 10405 Berlin-Bezirk Pankow, Deutschland;OK;False
flughafenstrasse 52 a, 22335 hamburg;Flughafenstr. 52a, 22335 Hamburg-Nord, Deutschland;OK;False
mädewalder weg 65, 12621 berlin;Mädewalder Weg 65, 12621 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
karl-heinrich-ulrichs-strasse 10, 10787 berlin;Karl-Heinrich-Ulrichs-Straße 10, 10787 Berlin, Deutschland;OK;False
sophienstrasse 19, 10178 berlin;Sophienstraße 19, 10178 Berlin, Deutschland;OK;False
segelfliegerdamm 85, 12487 berlin;Segelfliegerdamm 85, 12487 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
rotherstrasse 18, 10245 berlin;Rotherstraße 18, 10245 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
oudenarder strasse 16, 13347 berlin;Oudenarder Str. 16, 13347 Berlin, Deutschland;OK;False
köpenicker strasse 154 a, 10997 berlin;Köpenicker Str. 154a, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
goltzstrasse 42, 10781 berlin;Goltzstraße 42, 10781 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
holzhauser strasse 153, 13509 berlin;Holzhauser Str. 153, 13509 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
wicherstrasse, 9, 10439 berlin;Wichertstraße 9, 10439 Berlin-Bezirk Pankow, Deutschland;OK;False
linienstrasse 158, 10115 berlin;Linienstraße 158, 10115 Berlin, Deutschland;OK;False
hossauerweg 22, 12277 berlin;Hossauerweg 22, 12277 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
leunaer strasse 7 , 12681 berlin;Leunaer Str. 7, 12681 Berlin, Deutschland;OK;False
mecklenburgische strasse 92-93, 10713 berlin;Mecklenburgische Str. 92-93, 10713 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
wigandstaler strasse 21, 13086 berlin;Wigandstaler Str. 21, 13086 Berlin-Bezirk Pankow, Deutschland;OK;False
katharinenstrasse 9, 10711 berlin;Katharinenstraße 9, 10711 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
brunnenstrasse 181, 10119 berlin;Brunnenstraße 181, 10119 Berlin, Deutschland;OK;False
ordensmeisterstrasse 15, 12099 berlin;Ordensmeisterstraße 15, 12099 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
theodor-heuss-strasse 3, 38122 braunschweig;Theodor-Heuss-Straße 3, 38122 Braunschweig-Westliches Ringgebiet, Deutschland;OK;False
bundesallee 210, 10719 berlin;Bundesallee 210, 10719 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
salzufer 15/16, 10587 berlin;Salzufer 15-16, 10587 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
ottilienweg 14, 13505 berlin;Ottilienweg 14, 13505 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
